Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Dining_Review_Count,Delivery_Rating_Count,Website,Address,Phone_No,Latitude,Longitude
SAZ - American Brasserie,"American, Italian, Mexican, Burger, Pizza, Fast Food, Beverages",2300," Sunder Nagar, New Delhi",4.3,481,11,https://www.zomato.com/ncr/saz-american-brasserie-sunder-nagar-new-delhi,"21, 1st Floor, Sunder Nagar Market, Near HDFC Bank, Sunder Nagar, New Delhi",+91 8068974627,28.60170209,77.24160612
Chicken Inn,"North Indian, Mughlai, Chinese, Kebab, Beverages",1500," Pandara Road Market, New Delhi",4.3,1018,491,https://www.zomato.com/ncr/chicken-inn-pandara-road-new-delhi,"13-15, Pandara Road Market, New Delhi",911123000000,28.6078161,77.22975444
Guruprasad Udupi,"South Indian, North Indian, Chinese, Beverages",600," Munirka, New Delhi",4.3,875,1,https://www.zomato.com/ncr/guruprasad-udupi-munirka-new-delhi,"DDA Shopping Complex, Phase 2, Munirka, New Delhi",911126000000,28.55512106,77.17639122
Monsoon,"North Indian, Modern Indian, Beverages",2000," Worldmark 1, Aerocity, New Delhi",4.3,219,3,https://www.zomato.com/ncr/monsoon-aerocity-new-delhi,"R4, Lower Ground Floor, Worldmark 1, Aerocity, New Delhi",918287000000,28.550801,77.121595
Sky Route,"North Indian, Chinese, Italian, Continental, Mughlai, Beverages, Mexican, Fast Food",1800," Sector 4, Dwarka, New Delhi",4.3,697,1342,https://www.zomato.com/skyroute,"Plot 5, Malik Plaza, Sector 4, Dwarka, New Delhi",919818000000,28.59718295,77.05000084
Cafe DEM - Restaurant & Bar,"Finger Food, Mughlai, Chinese, Continental, North Indian",2000," Rohini, New Delhi",4.3,458,529,https://www.zomato.com/ncr/cafe-dem-restaurant-bar-rohini-new-delhi,"GA-7 & 8, Metro Walk Mall, Rohini, New Delhi",918448000000,28.7242058,77.11366475
House of Ming - The Taj Mahal Hotel,Chinese,5500," The Taj Mahal Hotel, Mansingh Road, New Delhi",4.3,528,0,https://www.zomato.com/ncr/house-of-ming-the-taj-mahal-hotel-mansingh-road-delhi,"The Taj Mahal Hotel, 1, Mansingh Road, New Delhi",911123000000,28.60493,77.2243021
Kwality Dhaba,"North Indian, Chinese, Rolls, Street Food",600," Subhash Nagar, New Delhi",4.3,1313,9332,https://www.zomato.com/ncr/kwality-dhaba-subhash-nagar-new-delhi,"WZ-38, Uggarsain Market, Ashok Nagar, Near Subhash Nagar, New Delhi",919819000000,28.63741978,77.10123472
The Hogwarts Café,"Fast Food, Italian, Beverages",500," Rohini, New Delhi",4.3,943,14,https://www.zomato.com/ncr/the-hogwarts-café-2-rohini-new-delhi,"397/398, Pocket B5, Sector 3, Rohini, New Delhi",917827000000,28.70057701,77.10672889
Fat Tiger,"Momos, Fast Food, Beverages",500," Golf Course Road, Gurgaon",4.3,353,235,https://www.zomato.com/ncr/fat-tiger-golf-course-road,"Unit 2, Ground Floor, Horizon Centre, Golf Course Road, Gurgaon",911244000000,28.4470848,77.0942532
Starbucks Coffee,"Fast Food, Desserts, Beverages",600," Connaught Place, New Delhi",4.3,3428,523,https://www.zomato.com/ncr/starbucks-coffee-1-connaught-place-new-delhi,"A-1, Hamilton House, Inner Circle, Connaught Place, New Delhi",919873000000,28.632184,77.217774
1911 - The Imperial,"North Indian, South Indian, Fast Food",3000," The Imperial, Janpath, New Delhi",4.3,395,3,https://www.zomato.com/ncr/1911-the-imperial-janpath-new-delhi,"The Imperial, Janpath, New Delhi",919810000000,28.62499561,77.21903868
Yellow Brick Road - Ambassador,"Continental, North Indian, South Indian, Italian, Beverages",3500," Ambassador, Khan Market, New Delhi",4.3,1045,0,https://www.zomato.com/ncr/yellow-brick-road-ambassador-khan-market-new-delhi,"Ambassador, Subramania Bharti Marg, Sujan Singh Park, Khan Market, New Delhi",911166000000,28.60007072,77.22600572
Quaff Microbrewery,"American, Italian, Mughlai",1800," Cyber Hub, DLF Cyber City, Gurgaon",4.3,1203,0,https://www.zomato.com/ncr/quaff-microbrewery-dlf-cyber-city,"Tower B, Building 10, Cyber Hub, DLF Cyber City, Gurgaon",919655000000,28.49390748,77.08805501
The Burger Club,"Burger, Fast Food, Desserts, Beverages",500," Delhi University-GTB Nagar, New Delhi",4.3,2854,38200,https://www.zomato.com/ncr/the-burger-club-delhi-university-gtb-nagar,"103 & 105, Mall Road, Kingsway Camp, Delhi University-GTB Nagar, New Delhi",911147000000,28.69876778,77.20561992
The Ancient Barbeque,"North Indian, Chinese, Mughlai",1500," Sector 63, Noida",4.3,2195,107,https://www.zomato.com/ncr/the-ancient-barbeque-sector-63-noida,"H 27/1A, Sector 63, Noida",919972000000,28.62744089,77.37567835
MOPP - Mad Over Parathas & Pakodas,"North Indian, Street Food, Beverages, Desserts, Mughlai",350," Sector 31, Gurgaon",4.3,642,5605,https://www.zomato.com/ncr/mopp-mad-over-parathas-pakodas-sector-31,"Shop 113, Huda Market, Sector 31, Gurgaon",918287000000,28.45368504,77.05113575
Madison & Pike,"Cafe, Beverages, Mexican, Sandwich, Poké, Healthy Food, Desserts",1000," Nirvana Courtyard, Sector 50, Gurgaon",4.3,731,1967,https://www.zomato.com/ncr/madison-pike-sector-50,"C-35, Nirvana Courtyard, Nirvana Country, Sector 50, Gurgaon",919972000000,28.41444696,77.06549261
Delhi Darbar Biryani Point,"Biryani, Mughlai",350," Uttam Nagar, New Delhi",4.3,1563,29600,https://www.zomato.com/ncr/delhi-darbar-biryani-point-uttam-nagar-new-delhi,"B-234, Gali 4, B Block, East Metro Station, Uttam Nagar, New Delhi",917303000000,28.62554653,77.06448812
Classic,"Desserts, Ice Cream, Fast Food, Sandwich, Burger",400," Karkardooma, New Delhi",4.3,800,5587,https://www.zomato.com/ncr/classic-karkardooma-new-delhi,"G-1, United Plaza, Opposite Hargobind Enclave, Karkardooma, New Delhi",919810000000,28.6482257,77.30230249
Cilantro - Trident Gurgaon,"North Indian, Italian, Asian, Healthy Food",5000," Trident, Udyog Vihar, Gurgaon",4.3,386,0,https://www.zomato.com/ncr/cilantro-trident-gurgaon-udyog-vihar,"Trident, 443, Phase 5, Udyog Vihar, Gurgaon",911242000000,28.5036648,77.08818711
PitStop BrewPub,"Bar Food, North Indian, Italian",1800," Sector 29, Gurgaon",4.3,1094,0,https://www.zomato.com/ncr/pitstop-brewpub-sector-29,"Oysters Beach, Sector 29, Gurgaon",918589000000,28.46251468,77.07160134
The Patiala Kkitchen,"North Indian, Chinese, Beverages",1000," Sector 18, Noida",4.3,1008,700,https://www.zomato.com/ncr/the-patiala-kkitchen-sector-18-noida,"K 1 Block, Dharam Palace, Sector 18, Noida",919811000000,28.57197498,77.32218102
Barbeque 29,"North Indian, Mughlai",1500," NIT, Faridabad",4.3,460,0,https://www.zomato.com/ncr/barbeque-29-nit-faridabad,"1, Fruit Garden, NH-5, NIT, Faridabad",917329000000,28.39809403,77.3062031
Pebble Street,"Italian, Mexican, Continental, North Indian, Finger Food, Beverages",1800," Community Centre, New Friends Colony, New Delhi",4.3,1370,1327,https://www.zomato.com/pebblestreetnfc,"8, Community Center, New Friends Colony, New Delhi",918800000000,28.57126154,77.27081772
Kadak Singh Da Dhaba,"North Indian, Chinese, Mughlai, Fast Food, Biryani",500," Karkardooma, New Delhi",4.3,522,23500,https://www.zomato.com/ncr/kadak-singh-da-dhaba-karkardooma-new-delhi,"Plot 13, G 4, Parmesh Tower, Karkardooma Community Centre, Karkardooma, New Delhi",919811000000,28.64879768,77.30220359
Tiny Tuscan,"Cafe, Italian, Panini, Pizza, Desserts",900," DLF Phase 4, Gurgaon",4.3,441,1671,https://www.zomato.com/ncr/tiny-tuscan-dlf-phase-4,"SF 16, First Floor, Galleria Market, Club Facing, DLF Phase 4, Gurgaon",917042000000,28.46748701,77.08236068
Wood Box Cafe,"Cafe, Fast Food, Italian, Chinese, Salad, Momos",800," Satyaniketan, New Delhi",4.3,2505,1516,https://www.zomato.com/ncr/wood-box-cafe-satyaniketan-new-delhi,"Shop 288, Opposite Venkateswara College, Satyaniketan, New Delhi",919953000000,28.58864927,77.1689092
Sandoz,"North Indian, Chinese, Mughlai",900," Rajouri Garden, New Delhi",4.3,1041,2432,https://www.zomato.com/ncr/sandoz-1-rajouri-garden-new-delhi,"C-5, Vishal Enclave, Rajouri Garden, New Delhi",917065000000,28.64708231,77.11768739
Paprika Park,"North Indian, Chinese, Mughlai, Fast Food, Desserts",1400," Indirapuram Habitat Centre, Indirapuram, Ghaziabad",4.3,1375,1585,https://www.zomato.com/ncr/paprika-park-indirapuram-ghaziabad,"First Floor, Indirapuram Habitat Centre, Indirapuram, Ghaziabad",919316000000,28.63988243,77.36907877
Diva - The Italian Restaurant,"Italian, Pizza, Salad, Fast Food, Beverages",2500," M Block Market, Greater Kailash 2 (GK2), New Delhi",4.3,559,365,https://www.zomato.com/ncr/diva-the-italian-restaurant-greater-kailash-gk-2-new-delhi,"M-8A, M Block Market, Greater Kailash (GK) 2, New Delhi",911142000000,28.53421916,77.24316649
Suruchi A Veg Restaurant,"Gujarati, Rajasthani, North Indian, Street Food",1200," Karol Bagh, New Delhi",4.3,906,1792,https://www.zomato.com/ncr/suruchi-a-veg-restaurant-karol-bagh-new-delhi,"15-A/56, Ajmal Khan Road, Near Karol Bagh Metro Pillar 98 & 99, Karol Bagh, New Delhi",911145000000,28.64719176,77.18853023
The Grill House,"North Indian, Mughlai, Chinese, Beverages",800," Crossing Republik, Ghaziabad",4.3,1145,9984,https://www.zomato.com/ncr/the-grill-house-crossing-republik-ghaziabad,"Shop 121, La-Gracia Mall, Crossing Republik, Ghaziabad",919560000000,28.63162502,77.4346219
Quoin - Novotel New Delhi Aerocity,"North Indian, Asian, Continental, Finger Food",3000," Novotel New Delhi Aerocity, Aerocity, New Delhi",4.3,452,0,https://www.zomato.com/ncr/quoin-novotel-new-delhi-aerocity-aerocity-new-delhi,"Near IGI Airport, Asset 2, GMR Hospitality District, Aerocity, New Delhi",919872000000,28.5538154,77.1231232
Khana Khazana Restaurant,"North Indian, Mughlai, Chinese, Bakery",800," Tughlakabad Institutional Area, New Delhi",4.3,997,999,https://www.zomato.com/ncr/khana-khazana-restaurant-tughlakabad-new-delhi,"TA 61, Tughlakabad Extention, Tughlakabad Institutional Area, New Delhi",919667000000,28.52607658,77.25840814
China Club,"Chinese, Asian, Seafood, Momos",3100," MG Road, Gurgaon",4.3,624,278,https://www.zomato.com/ncr/china-club-mg-road,"Global Business Park, Lobby Level, Tower C, MG Road, Gurgaon",911243000000,28.48023244,77.10219964
Bagundi,"South Indian, Biryani, Andhra, Hyderabadi",800," Connaught Place, New Delhi",4.3,923,1493,https://www.zomato.com/ncr/bagundi-connaught-place-new-delhi,"M-14, Outer Circle, Opposite Fire Station, Connaught Place, New Delhi",911141000000,28.63197109,77.22271666
Lotus Pond,"Chinese, Seafood, Asian, Beverages",2000," New Friends Colony, New Delhi",4.3,784,970,https://www.zomato.com/ncr/lotus-pond-new-friends-colony-new-delhi,"K-185, Surai Jullena, New Friends Colony, New Delhi",911127000000,28.5616471,77.27035202
Pearl's Eatery By Pearl Boutique Bakery,"Cafe, Italian, Desserts, Beverages",1500," Greater Kailash 2 (GK2), New Delhi",4.3,553,910,https://www.zomato.com/ncr/pearls-eatery-by-pearl-boutique-bakery-greater-kailash-gk-2-new-delhi,"M23, M Block Market, Greater Kailash 2 (GK 2), New Delhi",917792000000,28.53351164,77.24208623
Desi Tadka,"North Indian, South Indian, Chinese",500," Gaur City 1, Greater Noida",4.3,741,10800,https://www.zomato.com/ncr/desi-tadka-gaur-city-1,"Shop 301, 302, 303, 304, 3rd Floor, City Plaza, Gaur City 1, Greater Noida",919991000000,28.615137,77.427572
Abongchiiz,"Continental, Chinese, North Indian, Momos, Fast Food",1100," Delhi University-GTB Nagar, New Delhi",4.3,1710,1338,https://www.zomato.com/ncr/abongchiiz-delhi-university-gtb-nagar,"9, DDA Hudson Lane, Delhi University-GTB Nagar, New Delhi
",911149000000,28.69405989,77.20484845
Concept Shawarma,"North Indian, Chinese",650," Flyover Market, Defence Colony, New Delhi",4.3,1320,22700,https://www.zomato.com/ncr/concept-shawarma-defence-colony-new-delhi,"Shop 43-45, Flyover Market, Defence Colony, New Delhi",911141000000,28.5777424,77.2386319
Cool Point Shahi Tukda,"Desserts, Ice Cream",100," Jama Masjid, New Delhi",4.3,372,3,https://www.zomato.com/ncr/cool-point-shahi-tukda-1-jama-masjid-new-delhi,"972, Main Market, Matia Mahal, Jama Masjid, New Delhi",919954000000,28.64895245,77.23368119
Spice Market,"North Indian, Mughlai, Biryani, Hyderabadi, Beverages",850," Southern Park Mall, Saket, New Delhi",4.3,737,9144,https://www.zomato.com/ncr/spice-market-saket-new-delhi,"17, Ground Floor, Southern Park Mall, District Centre, Saket, New Delhi",919911000000,28.527829,77.218939
Shawarma House,"Lebanese, Middle Eastern, Wraps, Mediterranean",500," Central Plaza Mall, Golf Course Road, Gurgaon",4.3,1686,20300,https://www.zomato.com/ncr/shawarma-house-golf-course-road,"2, Central Plaza Mall, Golf Course Road, Gurgaon",919655000000,28.44266546,77.10111469
The Beer Cafe,"North Indian, Finger Food, Fast Food",1800," Unity One Mall, Janakpuri, New Delhi",4.3,1334,63,https://www.zomato.com/ncr/the-beer-cafe-janakpuri-new-delhi,"Unit 206, 2nd Floor, Unity One Mall, Janakpuri, New Delhi",918929000000,28.62880727,77.07651213
Fat Jar Cafe & Market,"Fast Food, Italian, Tea, Beverages",1800," Kailash Colony, New Delhi",4.3,595,250,https://www.zomato.com/ncr/fat-jar-cafe-market-kailash-colony-new-delhi,"A 7, Kailash Colony, New Delhi",911142000000,28.55409799,77.24358156
Biryani Birinj,"North Indian, Biryani, Rolls, Fast Food, Mughlai",600," Sector 7, Dwarka, New Delhi",4.3,392,740,https://www.zomato.com/ncr/biryani-birinj-sector-7-dwarka-new-delhi,"D-467, Ground Floor, Palam Extension, Sector 7, Dwarka, New Delhi",918801000000,28.585159,77.068802
Brownie Point,"Bakery, Desserts",400," East Patel Nagar, New Delhi",4.3,307,697,https://www.zomato.com/ncr/brownie-point-east-patel-nagar-new-delhi,"18/47, Ground Floor, East Patel Nagar, New Delhi",911140000000,28.64582592,77.17346326
Punjab On My Plate,"North Indian, Beverages, Chinese, Mughlai, Pasta",1300," Baani Square, Sector 50, Gurgaon",4.3,863,3695,https://www.zomato.com/ncr/punjab-on-my-plate-sector-50,"G-62, 75, 76, Baani Square, Sector 50, Gurgaon",920000000000,28.42546506,77.05757439
Nowhere Terrace Brewpub Cafe,"Cafe, Asian, North Indian, Italian, Continental",1600," Cross Point Mall, DLF Phase 4, Gurgaon",4.3,1414,0,https://www.zomato.com/ncr/nowhere-terrace-brewpub-cafe-dlf-phase-4,"2nd Floor, Cross Point Mall, Opposite Galleria Market, DLF Phase 4, Gurgaon",919205000000,28.46828397,77.08367966
City Of Joy,Bengali,1000," Alaknanda, New Delhi",4.3,773,2054,https://www.zomato.com/ncr/city-of-joy-alaknanda-new-delhi,"2, 1st Floor, Aravali Shopping Complex, Alaknanda, New Delhi",918800000000,28.53288631,77.25298572
Thai Pavilion - Taj City Centre Gurugram,"Thai, Asian",4000," Taj City Centre Gurugram, Sector 44, Gurgaon, Gurgaon",4.3,348,78,https://www.zomato.com/ncr/thai-pavilion-taj-city-centre-gurugram-sector-44,"Near HUDA City Center Metro Station, Sector 44, Gurgaon",919719000000,28.4551424,77.07055964
Bisque Bakery,"Bakery, Fast Food, European",600," Central Arcade, DLF Phase 2, Gurgaon, Gurgaon",4.3,639,3,https://www.zomato.com/ncr/bisque-bakery-dlf-phase-2,"133/134, Central Arcade, DLF Phase 2, Gurgaon",911244000000,28.48097037,77.08572987
Donald's Pastry Shop,Bakery,300," Raj Nagar, Ghaziabad",4.3,553,12,https://www.zomato.com/ncr/donalds-pastry-shop-raj-nagar-ghaziabad,"R-2, Rajkunj, Near IMT College, Raj Nagar, Ghaziabad",911203000000,28.67672374,77.45046906
The Food Stories,"North Indian, Chinese, Fast Food, Sandwich, Burger, Beverages",550," Gaur City 1, Greater Noida",4.3,810,15100,https://www.zomato.com/ncr/the-food-stories-gaur-city-1-greater-noida,"316, 3rd Floor, City Plaza, Greater Noida West, Gaur City 1, Greater Noida",920000000000,28.614934,77.42766291
Nueva,"European, American, Asian",3000," Sangam Courtyard, RK Puram, New Delhi",4.3,987,0,https://www.zomato.com/ncr/nueva-r-k-puram-new-delhi,"Ground Floor, Sangam Courtyard, R K Puram, New Delhi",911126000000,28.572626,77.17340492
Bille Di Hatti,"North Indian, Mithai",150," Kamla Nagar, New Delhi",4.3,1125,3246,https://www.zomato.com/ncr/bille-di-hatti-kamla-nagar-new-delhi,"72 D, Kamla Nagar, New Delhi",911146000000,28.68162125,77.20172971
Bikkgane Biryani,"Biryani, North Indian, Andhra, Kebab, Mughlai",1000," Sector 23, Gurgaon",4.3,1186,12700,https://www.zomato.com/ncr/bikkgane-biryani-sector-23,"HUDA Market, Sector 23, Gurgaon",911244000000,28.51065482,77.04833854
Side Wok,"Asian, Chinese, Japanese, Thai",2000," Golf Course Road, Gurgaon",4.3,641,6344,https://www.zomato.com/ncr/side-wok-golf-course-road,"Ground Floor, MPD Tower, Opposite Magnolias, DLF 5, Golf Course Road, Gurgaon",911244000000,28.45451866,77.0969338
Cafe Diva,"European, Italian",2500," M Block Market, Greater Kailash 2 (GK2), New Delhi",4.3,592,1013,https://www.zomato.com/ncr/cafe-diva-greater-kailash-gk-2-new-delhi,"M - 8A, M Block Market, Greater Kailash 2 (GK 2), New Delhi",911142000000,28.53421238,77.24317856
Fabcafe By Fabindia,"North Indian, Sandwich, Wraps, Street Food, Desserts, Healthy Food, Beverages",1000," Vasant Kunj, New Delhi",4.3,549,2090,https://www.zomato.com/ncr/fabcafe-by-fabindia-vasant-kunj-new-delhi,"Shop 10, Local Shopping Centre, Nelson Mandela Marg, Vasant Kunj, New Delhi",911146000000,28.53375,77.152694
Fingerlickerz Bombaywala,"North Indian, South Indian, Fast Food, Street Food",400," Sector 11, Dwarka, New Delhi",4.3,819,8224,https://www.zomato.com/ncr/fingerlickerz-bombaywala-sector-11-dwarka-new-delhi,"G-5, Plot 8, Ground Floor, Vikas Surya Arcade, Sector 11, Dwarka, New Delhi",919655000000,28.59541227,77.04938393
Asia Kitchen By Mainland China,"Chinese, Asian, Sushi",1800," Ambience Mall, DLF Phase 3, Gurgaon",4.3,437,186,https://www.zomato.com/ncr/asia-kitchen-by-mainland-china-dlf-phase-3,"R-314 B, 3rd Floor, Ambience Mall, DLF Phase 3, Gurgaon",911244000000,28.50242232,77.09746052
Wai Yu Mun Ching,"Chinese, Thai",600," Supermart 1, DLF Phase 4, Gurgaon",4.3,941,5617,https://www.zomato.com/ncr/wai-yu-mun-ching-dlf-phase-4,"Shop A-215, 216, Super Mart-1, DLF Phase 4, Gurgaon",911244000000,28.46252912,77.08720308
Art of Spices,"North Indian, Rolls",450," Karol Bagh, New Delhi",4.3,1454,11900,https://www.zomato.com/ncr/art-of-spices-karol-bagh-new-delhi,"B-1/3, Behind City Hospital, Pusa Road, Karol Bagh, New Delhi",919811000000,28.64350523,77.19054323
Binge,"Bakery, Cafe, Desserts, Fast Food",600," Qutab Plaza, DLF Phase 1, Gurgaon",4.3,1359,4666,https://www.zomato.com/ncr/binge-dlf-phase-1,"C-4, Qutub Plaza, DLF Phase 1, Gurgaon",919205000000,28.47098489,77.10208699
After Stories,"Bar Food, North Indian, Continental",2000," Sector 29, Gurgaon",4.3,1365,23,https://www.zomato.com/ncr/after-stories-sector-29,"SCO 390, Near IFFCO Metro Station, Sector 29, Gurgaon",919717000000,28.47227048,77.07201675
Shagun,"Chinese, Thai, Tibetan, Japanese",800," Vijay Nagar, New Delhi",4.3,876,12700,https://www.zomato.com/ncr/shagun-vijay-nagar-new-delhi,"F-16, Opposite NDPL Office, Vijay Nagar, New Delhi",919810000000,28.69345992,77.20465466
The Blue Bar - Taj Palace,Finger Food,3900," Taj Palace, Chanakyapuri, New Delhi",4.3,362,0,https://www.zomato.com/ncr/the-blue-bar-taj-palace-chanakyapuri-new-delhi,"Taj Palace, 2, Sardar Patel Marg, Chanakyapuri, New Delhi",911167000000,28.59516793,77.17179425
Rosebud - By The Nook,"North Indian, Continental, Chinese, Mughlai, Seafood, Pizza, Pasta",1900," Sohna Road, Gurgaon",4.3,621,27,https://www.zomato.com/ncr/rosebud-by-the-nook-sohna-road,"Ground Floor, Tower A, Vatika Business Park, Sohna Road, Gurgaon",917042000000,28.40610906,77.04498544
Chidambaram's New Madras Hotel,"South Indian, Chinese, Beverages",500," Lodhi Colony, New Delhi",4.3,705,9813,https://www.zomato.com/ncr/chidambarams-new-madras-hotel-lodhi-colony-new-delhi,"7, Khanna Market, Lodhi Colony, New Delhi",911125000000,28.58075409,77.22089946
Cinnabon,"Desserts, Bakery, Beverages, Sandwich",400," DLF Avenue, Saket, New Delhi",4.3,610,1124,https://www.zomato.com/ncr/cinnabon-saket-new-delhi,"GFK 4A, Ground Floor, DLF Place Mall, Saket, New Delhi",911141000000,28.52771056,77.21731368
Haristo Pizzeria,"Continental, Italian, Chinese, Pizza, Beverages",600," Raj Nagar, Ghaziabad",4.3,850,6691,https://www.zomato.com/ncr/haristo-pizzeria-raj-nagar-ghaziabad,"1, Advocate Chambers, RDC, Raj Nagar, Ghaziabad",918077000000,28.67497058,77.44268764
Hotel Malabar,"Kerala, Chinese, South Indian, Biryani",350," Sector 39, Gurgaon",4.3,655,1383,https://www.zomato.com/ncr/hotel-malabar-sector-39,"1305, Opposite Medanta Medicity, Sector 39, Gurgaon",917839000000,28.441616,77.04483
Mr. Brown,"Bakery, Desserts, Fast Food",500," Kaushambi, Ghaziabad",4.3,882,2113,https://www.zomato.com/ncr/mr-brown-kaushambi-ghaziabad,"Ground Floor, Under Kaushambi Metro Station, Kaushambi, Ghaziabad",918131000000,28.64540368,77.3243992
Delicate Delights,"Cafe, Fast Food, Desserts, Beverages",600," Sector 16, Faridabad",4.3,537,476,https://www.zomato.com/ncr/delicate-delights-sector-16-faridabad,"SCO 15, Sector 16, Faridabad",917042000000,28.40896609,77.31935631
Momo Hut,"Momos, Chinese, Tibetan, Thai",500," Gaur City 1, Greater Noida",4.3,581,15200,https://www.zomato.com/ncr/momo-hut-gaur-city-1-greater-noida,"Shop 225, 2nd Floor, City Plaza, Gaur City 1, Greater Noida",919959000000,28.615007,77.4277
Retreat @ USI,"North Indian, Chinese, Continental, Salad",800," Vasant Vihar, New Delhi",4.3,379,0,https://www.zomato.com/ncr/retreat-@-usi-vasant-vihar-new-delhi,"C1, USI Premises, Rao Tula Ram Marg, Shankar Vihar, Vasant Vihar, New Delhi",911126000000,28.5715975,77.15023298
SugarLicious,"Bakery, Desserts, Beverages, Fast Food",400," Rodeo Drive, Sector 49, Gurgaon, Gurgaon",4.3,504,7562,https://www.zomato.com/ncr/sugarlicious-sector-49,"Shop DG 29 - 30, Rodeo Drive, Arcadia 2, Sector 49, Delhi NCR, Delhi NCR",918368000000,28.41982848,77.0516048
Cafe Yell,"Cafe, Continental, Italian",1000," Defence Colony Main Market, Defence Colony, New Delhi",4.3,468,1862,https://www.zomato.com/ncr/cafe-yell-defence-colony-new-delhi,"35, Ground Floor, Defence Colony Main Market, Defence Colony, New Delhi",919600000000,28.57369129,77.23028887
Fur Ball Story,"Cafe, Fast Food, Beverages",500," Golf Course Road, Gurgaon",4.3,403,44,https://www.zomato.com/ncr/fur-ball-story-golf-course-road,"31, Saraswati Kunj 2, Suncity, Golf Course Road, Gurgaon",919582000000,28.43870053,77.1048956
New Punjabi Khana,North Indian,300," Nehru Place, New Delhi",4.3,972,2100,https://www.zomato.com/ncr/new-punjabi-khana-2-nehru-place-new-delhi,"G-7/35-36, Near Aggarwal Bhawan, Nehru Place, New Delhi",918527000000,28.54916979,77.25079805
Puppychino Dog Friendly Cafe,"Cafe, Continental, Italian, Beverages",1000," Shahpur Jat, New Delhi",4.3,742,59,https://www.zomato.com/ncr/puppychino-dog-friendly-cafe-shahpur-jat-new-delhi,"Shop 119, 3rd Floor, Shishan Bhawan, Shahpur Jat, New Delhi",919643000000,28.54931233,77.2154187
China Bowl,"Chinese, Thai, Japanese, Tibetan",800," Satyaniketan, New Delhi",4.3,593,5988,https://www.zomato.com/ncr/china-bowl-satyaniketan-new-delhi,"10, Satyaniketan Market, Opposite Venkateshwara College, Satyaniketan, New Delhi",919872000000,28.58779551,77.16726333
Fa Yian,Chinese,1200," Connaught Place, New Delhi",4.3,551,99,https://www.zomato.com/ncr/fa-yian-connaught-place-new-delhi,"A 25/5, Middle Circle, Connaught Place, New Delhi",919811000000,28.6327827,77.21727613
Burger Monk,"Burger, Fast Food, Beverages",500," Baani Square, Sector 50, Gurgaon",4.3,793,3656,https://www.zomato.com/ncr/burger-monk-sector-50,"G 103, Baani Square, Sector 50, Gurgaon",911245000000,28.4256806,77.05676973
Secular House Canteen,"South Indian, Chinese, North Indian, Beverages",600," JNU, New Delhi",4.3,725,1603,https://www.zomato.com/ncr/mezbaan-restaurant-jnu-new-delhi,"9/1, Secular House, Opposite JNU East Gate, JNU, New Delhi",911127000000,28.54413003,77.17835862
R.E.D - Radisson Blu,"North Indian, Chinese, Italian, Asian, Thai, Japanese, Fast Food, Desserts",2000," Radisson Blu, Sector 18, Noida, Noida",4.3,557,1,https://www.zomato.com/ncr/r-e-d-radisson-blu-sector-18-noida,"Radisson Blu, L-2, Sector 18, Noida",919900000000,28.568552,77.32266314
Odisha Hotel,Odia,600," Sainik Farms, New Delhi",4.3,394,844,https://www.zomato.com/ncr/odisha-hotel-sainik-farms-new-delhi,"A1-A, Keher Singh Estate, Sainik Farms, New Delhi",917874000000,28.52655231,77.19404619
Lockup,"North Indian, Chinese, Biryani, Continental, Italian, Beverages, Desserts",850," Sector 23, Gurgaon",4.3,1273,7760,https://www.zomato.com/ncr/lockup-sector-23,"K137, Sector 23A, Near Sector 23, Gurgaon",918184000000,28.504008,77.052459
Waffle Nation,Desserts,300," Vijay Nagar, New Delhi",4.3,514,3652,https://www.zomato.com/ncr/waffle-nation-vijay-nagar-new-delhi,"G24AB, Hudson Lane, Vijay Nagar, New Delhi",919643000000,28.69506189,77.20314927
The Curry King,"North Indian, Chinese",550," Saket, New Delhi",4.3,568,6783,https://www.zomato.com/ncr/the-curry-king-saket-new-delhi,"2nd Floor, Mata Dhan Kaur Complex, Ignou Road, Opposite Nirmal Medical Center, Saket, New Delhi",919971000000,28.51634789,77.20549774
Cervesia,"North Indian, Continental, Chinese",1900," Sector 29, Gurgaon",4.3,1443,0,https://www.zomato.com/ncr/cervesia-sector-29,"SCO 22, 1st Floor, Sector 29, Gurgaon",917290000000,28.46968012,77.06282482
Chaayos - Meri Wali Chai,"Street Food, Fast Food, Beverages, Desserts",500," Connaught Place, New Delhi",4.3,597,1697,https://www.zomato.com/ncr/chaayos-meri-wali-chai-1-connaught-place-new-delhi,"M-66, Plot 3, 1st Floor, M Block, Connaught Place, New Delhi",18001202424,28.63148494,77.22224157
Lub Lub Lebanese,"Lebanese, Fast Food, Beverages",550," Baani Square, Sector 50, Gurgaon",4.3,827,14400,https://www.zomato.com/ncr/lub-lub-lebanese-sector-50,"Shop G-24, Ground Floor, Baani Square, Mayfield Garden, Sector 50, Gurgaon",919812000000,28.42550221,77.05752511
Coastal Reef,"Kerala, Andhra, Seafood, South Indian",1200," Baani Square, Sector 50, Gurgaon",4.3,806,8856,https://www.zomato.com/ncr/coastal-reef-sector-50,"Shop 54-55, Bani Square, Sector 50, Gurgaon",919911000000,28.42538221,77.05716804
