Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Dining_Review_Count,Delivery_Rating_Count,Website,Address,Phone_No,Latitude,Longitude
Rustom's,"Parsi, Street Food, North Indian, Desserts, Beverages",2100," ITO, New Delhi",4.9,1885,1844,https://www.zomato.com/ncr/rustoms-ito-new-delhi,"Delhi Parsi Anjuman, LNJP Colony, Bahadur Shah Zafar Road, Near Maulana Azad Medical College Campus, ITO, New Delhi",919910000000,28.638167,77.240472
Cafe Lota,"Cafe, South Indian, North Indian, Beverages",1200," Pragati Maidan, New Delhi",4.9,3748,37,https://www.zomato.com/ncr/cafe-lota-pragati-maidan-new-delhi,"National Crafts Museum, Gate 2, Bhairon Marg, Pragati Maidan, New Delhi",917839000000,28.613429,77.242471
Dum-Pukht - ITC Maurya,"Mughlai, North Indian, Desserts",5000," ITC Maurya, Chanakyapuri, New Delhi",4.9,1371,0,https://www.zomato.com/ncr/dum-pukht-itc-maurya-chanakyapuri-new-delhi,"ITC Maurya, Chanakyapuri, New Delhi",911146000000,28.5982003,77.17366073
Burma Burma,"Asian, Burmese, Bubble Tea, Desserts, Salad",1600," Cyber Hub, DLF Cyber City, Gurgaon",4.9,2636,1238,https://www.zomato.com/ncr/burma-burma-dlf-cyber-city,"Shop 6, Ground Floor, Building 8, Tower C, Cyber Hub, DLF Cyber City, Gurgaon",911244000000,28.49446439,77.08853245
The Big Chill,"Continental, American, Italian",1500," Khan Market, New Delhi",4.9,6487,0,https://www.zomato.com/ncr/the-big-chill-khan-market-new-delhi,"68-A, Khan Market, New Delhi",911142000000,28.60035007,77.22749334
Carnatic Cafe,South Indian,600," Lodhi Colony, New Delhi",4.9,2518,931,https://www.zomato.com/ncr/carnatic-cafe-lodhi-colony-new-delhi,"84-85, Meharchand Market, Lodhi Road, Near Lodhi Colony, New Delhi",919667000000,28.584296,77.226613
"Cocktails & Dreams, Speakeasy","Nepalese, Tibetan, Beverages",2500," Sector 15, Gurgaon",4.9,1299,25,https://www.zomato.com/ncr/cocktails-dreams-speakeasy-sector-15,"SCO 23, Sector 15, Gurgaon",911244000000,28.45797541,77.0446267
Natural Ice Cream,"Ice Cream, Desserts",400," Connaught Place, New Delhi",4.9,4014,6969,https://www.zomato.com/NaturalsCP,"L-8, L Block, Outer Circle, Connaught Place, New Delhi",911144000000,28.63444917,77.22203437
Kuremal Mohan Lal Kulfi Wale,"Ice Cream, Desserts",200," Chawri Bazar, New Delhi",4.9,1120,5,https://www.zomato.com/ncr/kuremal-mohan-lal-kulfi-wale-chawri-bazar-new-delhi,"526, Kucha Pati Ram, Bazar Sita Ram, Near Chawri Bazar Metro Station, Chawri Bazar, New Delhi",919811000000,28.64766195,77.22699109
Juggernaut,"South Indian, North Indian, Fast Food, Desserts, Beverages",700," Kailash Colony, New Delhi",4.8,2480,573,https://www.zomato.com/ncr/juggernaut-kailash-colony-new-delhi,"HS-16, Main Market, Kailash Colony, New Delhi",911141000000,28.55293914,77.24094898
Comorin,"North Indian, Desserts, Beverages",2500," Two Horizon Center, Golf Course Road, Gurgaon",4.8,803,217,https://www.zomato.com/ncr/comorin-golf-course-road,"101, 1st Floor, Plaza Level, Two Horizon Center, Golf Course Road, Gurgaon",911245000000,28.45154524,77.0971011
Viet:Nom,"Vietnamese, Beverages",2000," Cyber Hub, DLF Cyber City, Gurgaon",4.8,1381,75,https://www.zomato.com/ncr/vietnom-dlf-cyber-city,"17-18, DLF Phase 2, DLF Cyber Hub, Near DLF Cyber City, Gurgaon",918512000000,28.49569519,77.08890092
Cafeteria & Co.,"Cafe, Continental, Italian, Fast Food, Oriental, Beverages",1300," Vijay Nagar, New Delhi",4.8,5228,2037,https://www.zomato.com/ncr/cafeteria-co-vijay-nagar-new-delhi,"G 14, Hudson Lane, Vijay Nagar, New Delhi",917043000000,28.69448281,77.2042758
Sana-Di-Ge,"Mangalorean, Seafood, Goan, South Indian, North Indian, Kerala",2200," Chanakyapuri, New Delhi",4.8,2038,172,https://www.zomato.com/ncr/sana-di-ge-chanakyapuri-new-delhi,"22/48, Ground Floor, First Floor And Second Floor, Commercial Complex, Malcha Marg, Chanakayapuri, New Delhi",911141000000,28.60191756,77.18709189
Pa Pa Ya,"Asian, Chinese, Thai, Japanese, Sushi, Malaysian, Momos, Beverages",2500," Select Citywalk Mall, Saket, New Delhi",4.8,4077,125,https://www.zomato.com/ncr/pa-pa-ya-saket-new-delhi,"A-3, Select Citywalk, District Centre, Saket, New Delhi",918800000000,28.52842842,77.21840534
Yum Yum Cha,"Asian, Japanese, Sushi, Desserts, Beverages, Rolls",1800," Cyber Hub, DLF Cyber City, Gurgaon",4.8,1742,643,https://www.zomato.com/ncr/yum-yum-cha-dlf-cyber-city,"2E, Ground Floor, Tower-A, Building 10, DLF Cyber City, Gurgaon",919810000000,28.4950508,77.0876302
Coast Cafe,"Continental, Kerala",1400," Hauz Khas Village, New Delhi",4.8,1472,2115,https://www.zomato.com/ncr/coast-cafe-hauz-khas-village-new-delhi,"H-2, 2nd & 3rd Floor, Hauz Khas Village, New Delhi",911142000000,28.55481538,77.19520323
PizzaExpress,"Fast Food, Italian, Beverages, Desserts",1000," Ambience Mall, DLF Phase 3, Gurgaon",4.8,3077,1831,https://www.zomato.com/ncr/pizzaexpress-dlf-phase-3,"T-317, 3rd Floor, Ambience Mall, DLF Phase 3, Gurgaon",911245000000,28.50264536,77.09726773
The Big Chill Cakery,"Bakery, Desserts",400," DLF Mall of India, Sector 18,  Noida, Noida",4.8,884,0,https://www.zomato.com/ncr/the-big-chill-cakery-sector-18-noida,"Ground Floor, DLF Mall Of India, Sector 18, Noida",911206000000,28.56788211,77.32097134
Music & Mountains - Hillside Cafe,"Cafe, Italian, Continental, Fast Food, Salad, Beverages",2100," M Block Market, Greater Kailash 1 (GK1), New Delhi",4.7,3731,348,https://www.zomato.com/ncr/music-mountains-hillside-cafe-greater-kailash-gk-1-new-delhi,"M-23, M Block Market, Greater Kailash (GK) 1, New Delhi",917828000000,28.5497806,77.2358045
Gulati,"North Indian, Biryani, Hyderabadi, Mughlai, Kebab",2500," Pandara Road Market, New Delhi",4.7,6509,10500,https://www.zomato.com/ncr/gulati-pandara-road-new-delhi,"6, Pandara Road Market, New Delhi",911123000000,28.608007,77.23014
Olive Bar & Kitchen,"Italian, Pizza, Mediterranean, Continental, European, Beverages, Desserts",4000," Mehrauli, New Delhi",4.7,2734,21,https://www.zomato.com/ncr/olive-bar-kitchen-mehrauli-new-delhi,"6-8, Kalka Das Marg, Mehrauli, New Delhi",919810000000,28.52577788,77.18435403
The Grammar Room,"Continental, Desserts, Beverages",1200," Mehrauli, New Delhi",4.7,1068,20,https://www.zomato.com/ncr/the-grammar-room-mehrauli-new-delhi,"6-8, Kalka Das Marg, Mehrauli, New Delhi",917429000000,28.52594107,77.1843309
Chaina Ram Sindhi Confectioners,"Mithai, Street Food",350," Chandni Chowk, New Delhi",4.7,1155,0,https://www.zomato.com/ncr/chaina-ram-sindhi-confectioners-chandni-chowk-delhi,"6499, Fathepuri Chowk, Chandni Chowk, New Delhi",911124000000,28.65659478,77.22325142
Sevilla - The Claridges,"Spanish, Italian, Desserts",4500," The Claridges, Aurangzeb Road, New Delhi",4.7,1630,0,https://www.zomato.com/ncr/sevilla-the-claridges-dr-apj-abdul-kalam-road,"The Claridges, 12, Dr. A.P.J. Abdul Kalam Road, Dr APJ Abdul Kalam Road, Delhi NCR",911140000000,28.6003355,77.2169236
Bo Tai,"Thai, Japanese, Asian, Beverages",2500," Mehrauli, New Delhi",4.7,1194,46,https://www.zomato.com/ncr/bo-tai-1-mehrauli-new-delhi,"6/4, Kalka Das Marg, Near Qutub Minar, Mehrauli, New Delhi",919871000000,28.52563884,77.18419746
Cafe Wink,"Cafe, Continental, Italian",800," Anand Vihar, New Delhi",4.7,3291,6149,https://www.zomato.com/ncr/cafe-wink-anand-vihar-new-delhi,"G-1, Plot 9, Sikka Galaxy, Shreshtha Vihar, Anand Vihar, New Delhi",918130000000,28.6573105,77.3171005
Spezia Bistro,"Pizza, Chinese, Momos, Fast Food, Italian, Beverages, Continental",900," Delhi University-GTB Nagar, New Delhi",4.7,3829,0,https://www.zomato.com/ncr/spezia-bistro-delhi-university-gtb-nagar-new-delhi,"2525, 1st Floor, Hudson Lane, Delhi University-GTB Nagar, New Delhi",919990000000,28.69486926,77.20431905
Evoo - Eatery And Pizzeria,"Cafe, Italian, Desserts, Beverages",1500," Geetanjali Enclave, New Delhi",4.7,782,0,https://www.zomato.com/ncr/evoo-eatery-and-pizzeria-geetanjali-enclave-new-delhi,"B-2, Ground Floor, Shivalik, Geetanjali Pancheel Road, Near Sri Aurobindo College, Geetanjali Enclave, New Delhi",918368000000,28.53327099,77.20625997
Oh! Calcutta,"Bengali, Desserts",1500," Greater Kailash 2 (GK2), New Delhi",4.7,2337,2669,https://www.zomato.com/ncr/oh-calcutta-greater-kailash-gk-2-new-delhi,"Plot 4, Local Shopping Centre, Masjid Moth, Greater Kailash 2 (GK 2), New Delhi",919310000000,28.53725711,77.23862182
Greenr Cafe,"Cafe, Italian, Mexican, Salad, Healthy Food, Desserts, Mediterranean",1200,"  32nd Avenue, NH8, Gurgaon, Gurgaon",4.7,954,619,https://www.zomato.com/ncr/greenr-cafe-sector-15,"EL-01, 1st Floor, 32nd Milestone, NH 8, Part 2, Sector 15, Gurgaon",917043000000,28.4615361,77.04978224
Downtown - Diners & Living Beer Cafe,"Bar Food, North Indian, Fast Food, Italian, Chinese, Beverages",2200," Sector 29, Gurgaon",4.7,5344,0,https://www.zomato.com/ncr/downtown-diners-living-beer-cafe-sector-29,"SCO 34, Main Market, Sector 29, Gurgaon",919582000000,28.46814663,77.06374515
Chili's Grill & Bar,"Mexican, Italian, American, Tex-Mex, Beverages, Desserts",1200," Pacific Mall, Tagore Garden, New Delhi",4.7,3956,3545,https://www.zomato.com/ncr/chilis-grill-bar-tagore-garden-new-delhi,"S 8 & 9, 2nd Floor, Pacific Mall, Tagore Garden, New Delhi",919711000000,28.64220025,77.10657667
Theos,"Cafe, Desserts, Salad",1500," Sector 41, Noida",4.7,2696,3613,https://www.zomato.com/ncr/theos-sector-41-noida,"Near HP Petrol Pump, Dynamic House, Main Dadri Road, Sector 41, Noida",918750000000,28.56147307,77.36089703
Kuuraku,"Japanese, Sushi",1700," Global Foyer Mall, Golf Course Road, Gurgaon",4.7,1169,188,https://www.zomato.com/ncr/kuuraku-golf-course-road,"Ground Floor, Global Foyer Mall, Golf Course Road, Gurgaon",919818000000,28.45988429,77.09414564
Threesixtyone Degrees - The Oberoi,"Asian, Continental, North Indian, Mughlai, Desserts, Beverages",5500," The Oberoi, Udyog Vihar, Gurgaon",4.7,1019,1,https://www.zomato.com/ncr/threesixtyone-degrees-the-oberoi-udyog-vihar,"443, Phase 5, Udyog Vihar, Gurgaon",911242000000,28.50198271,77.08698515
Jom Jom Malay,"Asian, Malaysian, Thai, Chinese, Salad, Momos",1800," Saket, New Delhi",4.7,935,427,https://www.zomato.com/ncr/jom-jom-malay-saket-new-delhi,"S12-A, 2nd Floor, Select City Walk, Saket, New Delhi",918800000000,28.52869059,77.21953724
Andrea's Eatery,"Asian, Italian, Beverages, Continental, Fast Food, Desserts",2000," Select Citywalk Mall, Saket, New Delhi",4.7,1380,1527,https://www.zomato.com/ncr/andreas-eatery-saket-new-delhi,"Shop 48A-51, 1st Floor, Select Citywalk Mall, Saket, New Delhi",918589000000,28.52836598,77.21856024
The Ivy,"Mediterranean, Lebanese, Continental, Desserts",1300," Baani Square, Sector 50, Gurgaon",4.7,1249,5757,https://www.zomato.com/theivy,"89/90, Ground Floor, Baani Square, Sector 50, Gurgaon",919871000000,28.42523183,77.05690317
The Saffron Boutique,"North Indian, Mughlai, Chinese",1600," Hajipur, Noida",4.7,1714,5163,https://www.zomato.com/ncr/the-saffron-boutique-hajipur,"26 And 27, Ashirwaad Complex, Sector 104, Near Hajipur, Noida",919910000000,28.53913421,77.36620814
Master Koii's,"Asian, Chinese, Thai, Malaysian, Korean",1900," Sushant Lok, Gurgaon",4.7,833,3351,https://www.zomato.com/ncr/master-koiis-sushant-lok,"Shop 19, Flavor Town, Bestech Chambers, Sushant Lok, Gurgaon",919320000000,28.46133832,77.0780021
Kunzum Travel Cafe,Cafe,500," Hauz Khas Village, New Delhi",4.7,642,0,https://www.zomato.com/ncr/kunzum-travel-cafe-hauz-khas-village-new-delhi,"T-49, First Floor, Hauz Khas Village, New Delhi",911127000000,28.55358321,77.19443243
Echoes Living Room,"Cafe, Continental, Chinese, Fast Food, Desserts, Beverages",800," Subhash Nagar, New Delhi",4.7,3,1,https://www.zomato.com/ncr/echoes-living-room-subhash-nagar-new-delhi,"Subhash Nagar, New Delhi",919899000000,28.63420463,77.11627018
AMA Cafe,"Cafe, Continental, Desserts, Beverages",550," Majnu ka Tila, New Delhi",4.6,5229,1684,https://www.zomato.com/ncr/ama-cafe-majnu-ka-tila-new-delhi,"House 6, New Colony, Majnu ka Tilla, New Delhi",918449000000,28.702644,77.228294
Bukhara - ITC Maurya,"North Indian, Kebab",6500," ITC Maurya, Chanakyapuri, New Delhi",4.6,4657,0,https://www.zomato.com/ncr/bukhara-itc-maurya-chanakyapuri-new-delhi,"ITC Maurya, Chanakyapuri, New Delhi",911146000000,28.5982159,77.17364732
Leo's,"Pizza, Italian, Beverages",1700," Vasant Vihar, New Delhi",4.6,1179,0,https://www.zomato.com/ncr/leos-vasant-vihar-new-delhi,"28, Basant Lok Market, Vasant Vihar, New Delhi",919821000000,28.55856774,77.16385525
Pirates of Grill,"North Indian, Mughlai",1500," Ambience Mall, Vasant Kunj, New Delhi",4.6,952,27,https://www.zomato.com/ncr/pirates-of-grill-vasant-kunj-new-delhi,"T 312 & 313, 3rd Floor, Ambience Mall, Vasant Kunj, New Delhi",917428000000,28.54102895,77.15504117
Roadhouse Cafe,"Cafe, Pizza, Italian, Wraps, Asian, Chinese, Thai, Beverages",900," Greater Kailash 1 (GK1), New Delhi",4.6,1162,1486,https://www.zomato.com/ncr/roadhouse-cafe-greater-kailash-gk-1-new-delhi,"M 22, Second Floor, Main Market, Greater Kailash 1 (GK 1), New Delhi",919650000000,28.54984981,77.23574918
Plum By Bent Chair,"Chinese, Japanese, Thai, Asian, Beverages",2200," Aerocity, New Delhi",4.6,2402,1,https://www.zomato.com/ncr/plum-by-bent-chair-aerocity-new-delhi,"Ground Floor, Worldmark 2, Aerocity, New Delhi",917303000000,28.55154,77.122704
Kiyan - The Roseate,"Thai, European, North Indian, Pizza, Salad",5500," The Roseate, Kapashera, New Delhi",4.6,1124,2,https://www.zomato.com/ncr/kiyan-the-roseate-kapashera-new-delhi,"The Roseate, 21st Milestone, Samalkha, NH 8, Kapashera, New Delhi",911130000000,28.52511803,77.10022621
Dragonfly Experience,"Modern Indian, North Indian, Beverages, European, Asian, Desserts",3000," Worldmark 1, Aerocity, New Delhi",4.6,1021,0,https://www.zomato.com/ncr/dragonfly-experience-aerocity-new-delhi,"Worldmark 1, Aerocity, New Delhi",917304000000,28.55059,77.12299
AB's - Absolute Barbecues,"North Indian, Continental, Desserts, Salad",1100," MGF Metropolis Mall, MG Road, Gurgaon",4.6,8002,53,https://www.zomato.com/ncr/abs-absolute-barbecues-mg-road,"Shop LG-01-02-03, Lower Ground Floor, Metropolis Mall, Sector 28, Near MG Road Metro Station, MG Road, Gurgaon, Gurgaon",917337000000,28.47954578,77.08169919
Qureshi Kabab Corner,"Mughlai, Kebab",400," Jama Masjid, New Delhi",4.6,1453,0,https://www.zomato.com/ncr/qureshi-kabab-corner-jama-masjid-new-delhi,"Opposite Gate 1, Jama Masjid, New Delhi",919712000000,28.64987044,77.2359309
Clock Tower,"North Indian, Asian, Beverages, Fast Food",2500," Golf Course Road, Gurgaon",4.6,1300,9,https://www.zomato.com/ncr/clock-tower-golf-course-road,"Near Rapid Metro Pillar 141, Golf Course Road, Gurgaon",919599000000,28.44812955,77.10074488
Saravana Bhavan,"South Indian, Beverages",600," Connaught Place, New Delhi",4.6,8305,10,https://www.zomato.com/ncr/saravana-bhavan-connaught-place-new-delhi,"P-13, Connaught Circle, Connaught Place, New Delhi",911129000000,28.6323048,77.21651338
C.I.A Call It Asiian,"Thai, Chinese, Sushi, Momos",700," Greater Kailash 2 (GK2), New Delhi",4.6,1373,10800,https://www.zomato.com/ncr/c-i-a-call-it-asiian-greater-kailash-gk-2-new-delhi,"13- 16, Narmada Shopping Complex, Alaknanda Road, Near Don Bosco School, Greater Kailash 2 (GK 2), New Delhi",911142000000,28.52776565,77.24686693
Open Tap,"Finger Food, North Indian, Continental, Italian",1800," South Point Mall, Golf Course Road, Gurgaon",4.6,936,0,https://www.zomato.com/ncr/open-tap-golf-course-road,"Upper Ground Floor, DLF South Point Mall, Golf Course Road, Gurgaon",918801000000,28.44796211,77.09911142
Hamoni: Cafe By The Greens,"Cafe, North Indian, Italian, Desserts, Beverages",1200," Sector 23, Gurgaon",4.6,959,74,https://www.zomato.com/ncr/hamoni-cafe-by-the-greens-sector-23,"CK Farm, Carterpuri Village, Sector 23A, Near Sector 23, Gurgaon",917290000000,28.500857,77.053714
Indian Grill Room,"North Indian, Mughlai, Beverages, Kebab",1800," Suncity Business Tower, Golf Course Road, Gurgaon",4.6,3438,12400,https://www.zomato.com/ncr/indian-grill-room-golf-course-road,"315, 3rd Floor, Suncity Business Tower, Golf Course Road, Gurgaon",919910000000,28.43348273,77.1054012
Noida Social,"North Indian, Chinese, Burger, Rolls, Pizza, Momos, Continental, Beverages",1300," DLF Mall of India, Sector 18,  Noida, Noida",4.6,944,465,https://www.zomato.com/ncr/noida-social-sector-18-noida,"C 412, 3rd Floor, DLF Mall Of India, Sector 18, Noida",917838000000,28.56683885,77.32093547
K3 - JW Marriott New Delhi,"North Indian, Chinese, Italian, Momos",3500," JW Marriott New Delhi, New Delhi",4.6,1608,0,https://www.zomato.com/ncr/k3-jw-marriott-new-delhi-aerocity-new-delhi,"Asset Area 4, Hospitality District, Aerocity, New Delhi",911145000000,28.5532552,77.1219546
Barbeque Nation,"North Indian, BBQ, Beverages, Desserts",1500," Unity One Mall, Janakpuri, New Delhi",4.6,2881,1280,https://www.zomato.com/ncr/barbeque-nation-vikaspuri-new-delhi,"Second Floor, Unity One Mall, Near Janakpuri West Metro Station, Vikaspuri, New Delhi",918035000000,28.62861127,77.07575843
Di Ghent Cafe,"European, Belgian",1700," Cross Point Mall, DLF Phase 4, Gurgaon",4.6,2346,2886,https://www.zomato.com/ncr/di-ghent-cafe-dlf-phase-4,"207, Level 2, Cross Point Mall, DLF Phase 4, Gurgaon",911244000000,28.4683763,77.0831096
Vapour Bar Exchange,"Continental, Italian, American, North Indian",1600," Sohna Road, Gurgaon",4.6,1208,198,https://www.zomato.com/ncr/vapour-bar-exchange-sohna-road,"Shop 1, Vipul Trade Centre, Sohna Road, Gurgaon",919583000000,28.40647828,77.04205077
Kiara Soul Kitchen,"Asian, North Indian, Oriental, Desserts, Juices, Beverages",1800," M Block Market, Greater Kailash 2 (GK2), New Delhi",4.6,595,118,https://www.zomato.com/ncr/kiara-soul-kitchen-greater-kailash-gk-2-new-delhi,"M 30, 1st Floor, M Block Market, Greater Kailash 2 (GK 2), New Delhi",080 47483507,28.53320796,77.24157427
The Yellow Chilli,"North Indian, Mughlai, Chinese, Beverages, Desserts, Kebab",1600," Sector 110, Noida",4.6,2575,1207,https://www.zomato.com/ncr/the-yellow-chilli-sector-110-noida,"GT 1 - 2, 1st Floor, Sector 104, Near Sector 110, Noida",919312000000,28.54035801,77.36824997
Mahabelly,"Kerala, South Indian, Seafood, Biryani",700," DLF Avenue, Saket, New Delhi",4.6,2323,11600,https://www.zomato.com/mahabelly,"MA-A05, Ground Floor, Restaurant Block, DLF Avenue, Saket, New Delhi",911140000000,28.52724131,77.21680172
The Piano Man Jazz Club,"Finger Food, Mexican, American, Italian, Asian, Beverages",1800," Safdarjung, New Delhi",4.6,1277,55,https://www.zomato.com/ncr/the-piano-man-jazz-club-safdarjung-new-delhi,"Shop B 6, 7/22, Safdarjung Enclave Market, Opposite Deer Park, Safdarjung, New Delhi",911141000000,28.55963877,77.19705764
You Mee,"Japanese, Sushi, Asian, Chinese, Thai, Beverages",1000," Greater Kailash 2 (GK2), New Delhi",4.6,1010,1665,https://www.zomato.com/ncr/you-mee-greater-kailash-gk-2-new-delhi,"M 27, Ground Floor, Greater Kailash 2 (GK 2), New Delhi",911140000000,28.53336231,77.24182505
Delhi Club House,"North Indian, Continental, Asian",1700," Sangam Courtyard, RK Puram, New Delhi",4.6,1221,123,https://www.zomato.com/ncr/delhi-club-house-r-k-puram-new-delhi,"Ground Floor, Sangam Courtyard, Major Somnath Marg, R K Puram, New Delhi",919718000000,28.5724776,77.17350684
Wenger's Deli,"Fast Food, Desserts, Beverages, North Indian, Pizza",500," Connaught Place, New Delhi",4.6,2290,0,https://www.zomato.com/ncr/wengers-deli-connaught-place-new-delhi,"A 18, Radial Road, Connaught Place, New Delhi",911123000000,28.63369024,77.21834097
Farmer's Basket At Pluck,"Chinese, European, North Indian",3000," Pullman New Delhi Aerocity, Aerocity, New Delhi",4.6,913,0,https://www.zomato.com/ncr/farmers-basket-at-pluck-aerocity-new-delhi,"Pullman Aerocity, Asset 2, Hospitality District, Aerocity, New Delhi",919872000000,28.55452428,77.12400684
The Pasta Bowl Company,"Italian, Fast Food, Pizza, Pasta",1300," Cross Point Mall, DLF Phase 4, Gurgaon",4.6,1479,692,https://www.zomato.com/ncr/the-pasta-bowl-company-dlf-phase-4,"GL 201, Floor 2, Cross Point Mall, DLF Phase 4, Gurgaon",911244000000,28.4682825,77.0833374
Chor Bizarre,"North Indian, Mughlai, Beverages",1600," Pandara Road Market, New Delhi",4.6,550,0,https://www.zomato.com/ncr/chor-bizarre-pandara-road-new-delhi,"Near India Gate, Bikaner House, Pandara Road Market, New Delhi",919911000000,28.60874005,77.23006457
Honk - Pullman New Delhi Aerocity,"Japanese, Chinese, Thai, Beverages",2500," Pullman New Delhi Aerocity, Aerocity, New Delhi",4.6,835,5,https://www.zomato.com/ncr/honk-pullman-new-delhi-aerocity-aerocity-new-delhi,"Near IGI Airport, Asset 2, GMR Hospitality District, Aerocity, New Delhi",919643000000,28.55391,77.1228483
Sakley's The Mountain Cafe,"Cafe, Italian, Fast Food",1300," DLF Galleria, DLF Phase 4, Gurgaon",4.6,1471,213,https://www.zomato.com/ncr/sakleys-the-mountain-cafe-dlf-phase-4,"SF-93, 1st Floor, DLF Galleria, DLF Phase 4, Gurgaon",919900000000,28.46760019,77.08134178
Cafe Diaries,"Cafe, Continental, Italian, Chinese, Mexican, Fast Food, Desserts, Beverages",800," Satyaniketan, New Delhi",4.6,1003,250,https://www.zomato.com/ncr/cafe-diaries-satyaniketan-new-delhi,"House 10, 1st Floor, Satyaniketan, New Delhi",919999000000,28.58779727,77.16726098
Nando's,"Portuguese, Roast Chicken, Burger, Wraps, Salad",800," Ambience Mall, DLF Phase 3, Gurgaon",4.6,969,269,https://www.zomato.com/ncr/nandos-1-dlf-phase-3,"3rd Floor, Ambience Mall, Gurgaon - Delhi Expressway, DLF Phase 3, Gurgaon",918883000000,28.50239226,77.09723622
Cafe Parmesan,"Italian, Pizza, Beverages",1800," Sector 15, Faridabad",4.6,1477,1257,https://www.zomato.com/ncr/cafe-parmesan-sector-15-faridabad,"SCF-42, 1st Floor, HUDA Market, Sector 15, Faridabad",919971000000,28.39523789,77.32358616
Nona's Kitchen,"North Indian, Mughlai, Rolls, Chinese, Kebab",800," Supermart 1, DLF Phase 4, Gurgaon",4.6,1063,4853,https://www.zomato.com/ncr/nonas-kitchen-dlf-phase-4,"A 224, Ground Floor, Supermart 1, DLF Phase 4, Gurgaon",918288000000,28.46255565,77.08716184
The Great Kabab Factory - Radisson Blu Plaza Delhi Airport,"North Indian, Mughlai, Kebab, Biryani, Desserts, Beverages",2500," Radisson Blu Plaza Delhi Airport, Mahipalpur, New Delhi",4.6,791,6,https://www.zomato.com/ncr/the-great-kabab-factory-radisson-blu-plaza-delhi-airport-mahipalpur-new-delhi,"Radisson Blu Plaza Delhi Airport, National Highway 8, Near IGI Airport, Mahipalpur, New Delhi",917290000000,28.54387704,77.11945999
Wafflesome,"Desserts, Beverages",500," Greater Kailash 1 (GK1), New Delhi",4.6,1500,2615,https://www.zomato.com/ncr/wafflesome-greater-kailash-gk-1-new-delhi,"M-33, Near M Block Market, Greater Kailash (GK) 1, New Delhi",911149000000,28.55138919,77.23450698
Green House - The Beer Garden,"Continental, Tex-Mex, Mediterranean, North Indian, Asian",1500," Eros City Square Mall, Sector 49, Gurgaon, Gurgaon",4.6,1452,116,https://www.zomato.com/ncr/green-house-the-beer-garden-sector-49,"Food Court 3, Eros City Square Mall, Sector 49, Gurgaon, Gurgaon",919818000000,28.41299641,77.05507357
Big Wong,"Asian, Thai, Sushi, Poké, Chinese",1000," Sector 110, Noida",4.6,952,4540,https://www.zomato.com/ncr/big-wong-sector-110-noida,"The Starling Retail, Sector 104, Sector 110, Noida",919818000000,28.54200385,77.37022039
La Pino'z Pizza,"Italian, Fast Food, Beverages, Desserts",500," Raheja Mall, Sohna Road, Gurgaon",4.6,1384,13600,https://www.zomato.com/ncr/la-pinoz-pizza-sohna-road,"Shop 234, 2nd Floor, Raheja Mall, Sohna Road, Gurgaon",918800000000,28.42346947,77.0395989
The Hook,"Seafood, Continental, North Indian",1800," Sector 29, Gurgaon",4.6,2285,332,https://www.zomato.com/ncr/the-hook-sector-29,"SCO 30, Leisure Valley Road, Sector 29, Gurgaon",919999000000,28.46873698,77.06324726
Rahul Eggs,"Fast Food, Healthy Food, Street Food, North Indian",350," Lawrence Road, New Delhi",4.6,1081,639,https://www.zomato.com/ncr/rahul-eggs-lawrence-road-new-delhi,"B-4/300 A, Main Road, Near Keshavpuram Metro Station, Lawrence Road, New Delhi",919900000000,28.68817914,77.16166724
"Colocal ""The Cacao Artisans""","Cafe, Desserts, Continental, Coffee, Italian, Beverages",1000," Chhatarpur, New Delhi",4.5,571,207,https://www.zomato.com/ncr/colocal-the-cacao-artisans-chhatarpur-new-delhi,"100 Feet Road, The Dhan Mill Compound, Chhatarpur, New Delhi",919311000000,28.50464918,77.18510471
Farzi Cafe,"Mughlai, Finger Food, North Indian, Beverages",2200," Connaught Place, New Delhi",4.5,4355,70,https://www.zomato.com/ncr/farzi-cafe-connaught-place-new-delhi,"38/39, Block E, Inner Circle, Connaught Place, New Delhi",919600000000,28.63248048,77.22119015
The Drunken Botanist,"Continental, Italian, North Indian, Chinese",2000," Cyber Hub, DLF Cyber City, Gurgaon",4.5,6302,0,https://www.zomato.com/ncr/the-drunken-botanist-dlf-cyber-city,"Unit 1B & 1C, Upper Ground Floor-C, Building 10C, Cyber Hub, DLF Cyber City, Gurgaon",+91 8068974406,28.49406895,77.08867595
Jamun,"North Indian, Mughlai, Fast Food, Beverages",1500," Lodhi Colony, New Delhi",4.5,924,268,https://www.zomato.com/ncr/jamun-lodhi-colony-new-delhi,"17, Near Yamuna Chemist, Lodhi Colony, New Delhi",919990000000,28.58535166,77.22304154
Anardana: Modern Kitchen & Bar,"North Indian, Italian, Chinese, Beverages, Biryani, Mughlai, Kebab",1200," Karkardooma, New Delhi",4.5,1165,996,https://www.zomato.com/ncr/anardana-modern-kitchen-bar-karkardooma-new-delhi,"3, Hargovind Enclave, Karkardooma, New Delhi",917303000000,28.64605248,77.30086785
38 Barracks,"Finger Food, North Indian, Italian, Chinese, Continental, Pizza, Desserts, Beverages",1500," Connaught Place, New Delhi",4.5,3888,165,https://www.zomato.com/ncr/38-barracks-connaught-place-new-delhi,"M-38, Outer Circle, Opposite Shankar Market, Connaught Place, New Delhi",919717000000,28.63303431,77.22274851
